date,url,title,abstract,filetype,site,terms
"",http://cogcc.state.co.us/Library/Presentations/ColoradoHorizontalWells_Nov29_2010v1.pdf,Horizontal Well Permits in Colorado - Colorado Oil and <b>Gas</b> ...,"Oil and <b>Gas</b> Basins. Horizontal Well Permits in Colorado. 025 1 Miles. COGCC: Nov. 26, 2010 ... <b>Shale</b>, Pierre <b>Shale</b>, Fruitland Coal, Dakota, and Leadville formations.",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/rr_docs_new/GWA2011/GwaGeology-20110808.pdf,COGCC Hearing Wattenberg Horizontal Rule Making,"19. Oil <b>Shale Gas</b> Hydrates Tight <b>Gas</b> Sands; CBM; <b>Gas</b> <b>Shales</b> Tight Oil; Heavy Oil; Bituminous Sands Oil. <b>Gas</b>. Conventional Reservoirs: Small Volumes, Easy to Develop",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/WaterWellBooklet.pdf,How Well Do You Know Your Water Well? - Colorado Oil and <b>Gas</b> ...,"natural <b>gas</b> industry removes meth-ane from the thick coal seams, sandstone and <b>shale</b> that are usually several thousand feet deeper than shallow aquifers.",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/DenverBasin/ElbertCountyBaselineWQ.pdf,"Baseline Water Quality Review - Elbert County, Colorado","and the oil and <b>gas</b> producing horizons below. There is the potential for oil or <b>gas</b> exploration in the Pierre <b>Shale</b> to be conducted at some point in the future, but at ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/reports/report_pages/formation_list.pdf,COGCC Formation Codes - Colorado Oil and <b>Gas</b> Conservation ...,SD-NG SUNDANCE-NUGGET SECSG SEGO - CASTLEGATE SEGO SEGO SGDC SANGRE DE CRISTO SHLE <b>SHALE</b> 10/08/2012 Colorado Oil and <b>Gas</b> Conservation Commission Page 5,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NWForum20110303/NWCO311WilliamsCombined.pdf,Piceance 2011 Activity and Plan - Colorado Oil and <b>Gas</b> ...,"<b>Gas</b> Marketing New, relatively undeveloped acreage positions in several key basins, including the Marcellus <b>Shale</b> in Pennsylvania and Bakken <b>Shale</b> in North Dakota",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Oil_and_Gas_Water_Sources_Fact_Sheet.pdf,Water Sources and Demand for the Hydraulic Fracturing of Oil ...,"Coal, Natural <b>Gas</b>, Uranium, and Solar Development 5,100 0.03% Oil <b>Shale</b> Development 0 0.00% The graphs on the following pages indicate that the amou nt of water ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/PiceanceBasin/PRESCO2006GasWellMonitoringRpFNL091407/PRESCO%202006%20Gas%20Well%20Drilling%20Monitoring%20Rpt%20FNL%20091407.pdf,"PRESCO, Inc. 2006 <b>Gas</b> Well Drilling Monitoring Report ...","2006 <b>Gas</b> Well Drilling Monitoring Report Battlement Mesa Area, Garfield County ... The Upper Cretaceous age Mancos <b>Shale</b> is a marine <b>shale</b> and underlies the Mesaverde ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/RuleMaking/RulesLegislation/Disclosures/GerhardtDisclosure.pdf,"Formal Disclosure of Actual, Potential, and Perceived ...",companies exploring for <b>shale gas</b> and tight <b>gas</b> sands of this age in the subsurface. There are four aspects that might be perceived as a conflict of interest regarding ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Applications/2009/March_09/Bill%20Barrett_0903-SP-11_Appl.pdf,BEFORE THE OIL AND <b>GAS</b> CONSERVATION COMMISSION OF THE STATE ...,horizontal wells into the Gothic <b>Shale</b> Formation in the area of the Application Lands and has determined that potentially commercial reserves of <b>gas</b> are recoverable from ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NWForum20080904/BLM%20sept%2008.ppt,Slide 1,"Northwest Colorado Oil and <b>Gas</b> Forum BLM/USFS Update, Sept 4, 2008 More info www.blm ... oil and <b>gas</b> development 90 day public review for Draft EIS in fall 2009 Oil <b>Shale</b> ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/WHAT%20IS%20IN%20YOUR%20WATER%20WELL.pdf,WHAT’S IN YOUR WATER WELL? - Colorado Oil and <b>Gas</b> ...,sandy sandy sandy silt and <b>shale</b> silt and <b>shale</b> sands tend to be discontinous ... sources: leaky fuel tanks. improper dumping. accidental release. oil and <b>gas</b> wells,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NW%20Colorado%20Oil%20and%20Gas%20Forum%2012-7-06/BLM%20Update.pdf,Northwest Colorado Oil and <b>Gas</b> Forum,"White River: Oil <b>Shale</b> RD&amp;D Leases: 9Five 160Five 160--acre leases, three companies/acre leases, three companies/EAsEAs 9EAsEAs complete, working on issuing ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/RuleMaking/PartyStatus/FinalPrehearingStmts/WFS_FPHSPart2.pdf,Environmental Assessment Williams Midstream Willow Creek ...,Cb Colorado experimental oil <b>shale</b> project site “b” CDOLA Colorado Department of ... <b>gas</b> is then treated using a thermal oxidizer to destroy 99.9% of the residual HAPs ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/library/setbackstakeholdergroup/Recommendations/WraSjcaWccSetbacksLetterToCogccFinal.pdf,AN UAN ITIZENS LLIANCE ESTERN OLORADO ONGRESS,"conduct oil and <b>gas</b> operations in a manner that accommodates the surface owner ... 4 Mark Jaffe, “Noble Energy Spending $8 Billion to Drill Colorado’s <b>Shale</b> Oil ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NWForumFiles12_06_2008/blm.pdf,Northwest Colorado Oil and <b>Gas</b> Forum,Oil ShaleOil <b>Shale</b> ProgrammaticEISDraftonCommercialProgrammatic EIS Draft on ... Oil and <b>Gas</b> Lease SalesOil and <b>Gas</b> Lease Sales Nov 9 sale: 112 parcels $9 6 ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Applications/2008/Feb08/Williams.pdf,BEFORE THE OIL AND <b>GAS</b> CONSERVATION COMMISSION OF THE STATE ...,"Oil <b>Shale</b> Placer mining claims designated as Survey No. 20096, embracing a portion of ... correlative rights and will assure the greatest ultimate recovery of <b>gas</b> and ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Applications/2011/2011_February/1102-SP-07_appl.pdf,BEFORE THE OIL AND <b>GAS</b> CONSERVATION COMMISSION OF THE STATE ...,"172264 before the oil and <b>gas</b> conservation commission of the state of colorado in the matter of the application of eog resources, inc. for an order",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Minutes/2008/May_Minutes.pdf,RECORD OF PROCEEDINGS,"Formation, Kirtland <b>Shale</b>, along the rim of the San Juan Basin in Archuleta County ... of <b>gas</b> and associated hydrocarbons from the Cretaceous Age Formations, or, in the ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/RatonBasin/Lewicki_Final_Report.pdf,Raton Basin Coal Mine Feature Inventory - Colorado Oil and ...,Below the Trinidad Sandstone is the very thick and laterally extensive Pierre <b>Shale</b>. ... Methane <b>Gas</b> Emission Potential from Sealed and Unsealed Drill Holes in the Basin,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NWForum20110303/BLMNWOandGFORUMMarch11.pdf,Northwest Colorado Oil and <b>Gas</b> Forum,Oil and <b>Gas</b> Wells by County. 0. 1000. 2000. 3000. 4000 5000. 6000 7000. Garfield and Mesa 22% ... announced DOI/BLM will take a fresh look at regs/plans for commercial oil <b>shale</b> leasing,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NW%20Colorado%20Oil%20and%20Gas%20Forum%2012-7-06/ChevronNatGasDevProgram_091307.pdf,Piceance Basin Natural <b>Gas</b> Development Program Northwest CO ...,"Natural <b>Gas</b> Development Program Northwest CO Oil &amp; <b>Gas</b> Forum September 13, 2007 ... Current Activity – Oil <b>Shale</b> Central Pad zWell pad for coring &amp; technology ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Minutes/2008/JanurayMinutes.pdf,RECORD OF PROCEEDINGS,"RECORD OF PROCEEDINGS January 15, 2008 The Oil and <b>Gas</b> Conservation Commission met on January 15, 2008 at 9:00 a.m. in Suite 801, The Chancery Building, 1120 ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/RuleMaking/WorkGroups/StudiesGroup/COGCCdrilling101.pdf,Drilling 101,"trapped in “sandstone lenses” and sealed by impermeable <b>shale</b> layers. The natural <b>gas</b> wells in Garfield county are bdllddhf000being drilled at depths of 4,000 to",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/HydroFracStronger/COGCC_Response_To_STRONGER_06132011.pdf,Response of the Colorado Oil &amp; <b>Gas</b> Conservation Commission to ...,"<b>shale</b> zones, it is unlikely that natural or hydraulic fractures would extend from a ... oil and <b>gas</b> operators ensure that E&amp;P waste is properly managed to prevent ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Applications/2009/November_09/0911-AW-06_Appl.pdf,BEFORE THE OIL AND <b>GAS</b> CONSERVATION COMMISSION,before the oil and <b>gas</b> conservation commission . of the state of colorado ... unleased mineral . interest owners and other interested parties . llewellyn oil <b>shale</b> co.,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Announcements/Hot_Topics/Hydraulic_Fracturing/Additional_COGCC_Information_Final_092911.pdf,To: STRONGER Colorado Hydraulic Fracturing State Review Team,"smaller, isolated ground water sources, such as naturally fractured <b>shale</b> ... Piceance Basin where lost circulation or <b>gas</b> producing zones are ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/Presentations/NWForum20080904/DOE%20NWColoOilGas_090408_RioblancoRulison3.ppt,Rulison and Rio Blanco Sites - Colorado Oil and <b>Gas</b> ...,"Northwest Colorado Oil and <b>Gas</b> Forum September 4, 2008 Introductions DOE Office of ... The exact geometry of sandstone and <b>shale</b> is unknown, but is important. So the model ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Announcements/Hot_Topics/Hydraulic_Fracturing/Director_Neslin_Senate_Testimony_041211.pdf,April 12 2011 Written Senate Testimony - Colorado Oil and <b>Gas</b> ...,"As of 2009, we ranked fifth in natural <b>gas</b> production and tenth in oil production. Our diverse hydrocarbon resources encompass a variety of <b>shale</b>, tight sand, coal bed ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/SanJuanBasin/4m_project/Completed%20Final%20Reportx%207-29-10.pdf,COLORADO OIL AND <b>GAS</b> CONSERVATION COMMISSION 4M PROJECT COAL ...,"The Kirtland <b>Shale</b>, the Fruitland Formation and the Pictured Cliffs sandstone were ... SMA’s approach for the project was to use <b>gas</b> industry standard well designs,",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Staff_Reports/2011/2011_01_SR.pdf,"January 13, 2011 - Colorado Oil and <b>Gas</b> Conservation ...",Gothic <b>Shale</b> play in Montezuma and Dolores Counties may occur. Raven Mesa ... ties of natural <b>gas</b> until it is hydraulically frac-tured. As conditions of the ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/HearingAgendas/2009_Agendas/October_09_Hearing_Agenda.pdf,Southwest Weld County Services Complex Southwest Meeting Room ...,"SE¼ of Section 15, Township 12 North, Range 100 West, 6th P.M., for the production of <b>gas</b> and associated hydrocarbons from the of the Fort Union, Lewis <b>Shale</b> and",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Staff_Reports/2010/2010_NOV%20SR.pdf,"November 29, 2010","opment of the Gothic <b>Shale</b> play in Montezuma and Dolores Counties may occur. ... OIL AND <b>GAS</b> CONSERVATION AND ENVIRONMENTAL RESPONSE FUND, BOND CLAIM, AND SPECIAL ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Minutes/2011/2011_Jan%20Minutes.pdf,RECORD OF PROCEEDINGS - Colorado Oil and <b>Gas</b> Conservation ...,"where additional development may occur in the Gothic <b>Shale</b> play in Montezuma ... for its oil and <b>gas</b> operations at the Boies Well Pad, located in the NE¼ SE¼ of ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Minutes/2009/January%20_Minutes.pdf,RECORD OF PROCEEDINGS,"the outside boundary, for the production of <b>gas</b> and associated hydrocarbons from the Gothic <b>Shale</b> Formation, was considered separately by the Commission.",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/DenverBasin/Arapahoe%20Aquifer%20Final%20Report.pdf,Arapahoe Aquifer Baseline Domestic Water Well Background ...,"Colorado Oil and <b>Gas</b> Conservation Commission 1313 Sherman #423 Denver, CO 80203 ... unit along the northern basin where 50 to 100 feet of <b>shale</b> separate the sandstone and ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/general/NGPA/ADAM_KIT.txt,<b>cogcc.state.co.us</b>,conquest oil co co south <b>shale</b> ridge #1-8 ... lfc <b>gas</b> co co federal #26-2a ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/announcements/WILDLIFE_FENCING/ReservePits_MANAGEMENT_usfw.pdf,Reserve Pit Management: Risks to Migratory Birds,inhibit clay and <b>shale</b> from swelling and sticking. PAC is used to increase the ... buried oil-and-<b>gas</b> drilling fluids within glacial sediments of north-central North,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Library/InducedSeismicityReview.pdf,Colorado Transcript,"the bounding <b>shale</b> zones are thick enough to provide zonal isolation. The COGCC UIC ... viscosity) or displaces the residual oil and <b>gas</b> after primary production, which is ...",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/Hearings/Applications/2011/2011_August/1108-GA-08_TC.Operating.Deer.Creek.SWD.1.Denial_Final.pdf,"TC Operating LLC 138 South Park Square, Suite 201 RE: TC ...","The Colorado Oil and <b>Gas</b> Conservation Commission (COGCC) has reviewed the above ... even near the surface in the Mancos <b>Shale</b> (UMTRA report, September 1981).",nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/general/NGPA/LAK_ROUT.txt,<b>cogcc.state.co.us</b>,amax oil &amp; <b>gas</b> inc co trail canyon #4-4 10/05/92n el paso natural <b>gas</b> co 9300015 co-319-92 050670686300000k la plata ...,nonhtml,cogcc.state.co.us,shale+gas
"",http://cogcc.state.co.us/RuleMaking/WorkGroups/StudiesGroup/COGCCdrilling101.pdf,Drilling 101,"out plugs installed during the <b>fracing</b> operations Initial flow back of well is monitored very closely until impurities (sand, mud, water, etc.) have been completely ...",nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Announcements/Hot_Topics/Hydraulic_Fracturing/COGCC_FRACING_briefing_052011.pdf,Schedule for Rulemaking Deliberations - Colorado Oil and Gas ...,"CONSERVATION COMMISSION •Water for <b>Fracing</b> &amp; Other Activities •Waste Management •Ground Water Protection, Investigations and Monitoring •Complaint Response",nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Announcements/Hot_Topics/Hydraulic_Fracturing/Frequent_Questions_about_Hydraulic%20Fracturing.pdf,Frequently Asked Questions About Hydraulic Fracturing,"Frequently Asked Questions About Hydraulic Fracturing: What is hydraulic fracturing? Hydraulic fracturing, commonly referred to as <b>fracing</b>, is the process of creating ...",nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Hearings/Minutes/2011/2011_Feb.MinutesFinal.pdf,The Oil and Gas Conservation Commission (“COGCC”) met on,Diesel Fuel Use for <b>Fracing</b> - Last week the Director sent to the Commissioners an interim report on diesel fuel as part of <b>fracing</b> operations.,nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Library/Presentations/NW%20Colorado%20Oil%20and%20Gas%20Forum%2012-7-06/CDPHE_UPDATE_031507.pdf,Oil &amp; Gas Air Quality Regulation Update - Colorado Oil and ...,"(<b>fracing</b>), and reworking of new and existing wells Wellhead processing (natural separation and dehydration) Plant processing and conditioning",nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Hearings/Minutes/2012/201201_Minutes.pdf,The Oil and Gas Conservation Commission (―COGCC‖) met on ...,<b>Fracing</b> Disclosure Rules. Audience Comments: Commissioner Pearce invited members of the public to address the Commission. There were no comments.,nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/RR_HF2011/DraftStatementOfBasisPurpose.pdf,DEPARTMENT OF NATURAL RESOURCES OIL AND GAS CONSERVATION ...,"Hydraulic fracturing, commonly referred to as <b>fracing</b>, is the process of creating small cracks, or fractures, in underground geological formations providing pathways ...",nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Library/WQCC_WQCD_AnnualReports/WQCC09_10RPT.pdf,2010 REPORT TO THE WATER QUALITY CONTROL COMMISSION and WATER ...,operators are reusing and recycling produced water and other fluids for drilling and well completion activities including hydraulic fracture treatment (“<b>fracing</b>”).,nonhtml,cogcc.state.co.us,fracing
"",http://cogcc.state.co.us/Staff_Reports/2012/2012_04SR.pdf,"April 16, 2012 - Colorado Oil and Gas Conservation Commission ...","<b>Fracing</b>. On March 7, 2012, Thom Kerr presented at a leadership training class at Castle Pines North Community Center. The topics covered leasing,",nonhtml,cogcc.state.co.us,fracing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H06640.pdf,H06640 <b>Hydraulic Fracturing</b> SDS - Oilfield Services ...,"For more information about Halliburton <b>fracturing</b> services, visit www ... Title: H06640 <b>Hydraulic Fracturing</b> SDS Created Date: 12/3/2008 11:49:22 AM",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/AOGR%20Article-%20Data%20Prove%20Safety%20of%20Frac.pdf,Data Confirm Safety Of Well <b>Fracturing</b> - Oilfield Services ...,thousands of <b>hydraulic fracturing</b> treat-ments in the Barnett Shale in the Fort Worth Basin in Texas and in the Marcellus Shale in the Appalachian Basin.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/H06263_Chap_08.pdf,8.1 Need for <b>Fracturing</b> Coals - Oilfield Services ...,June 2007 <b>Hydraulic Fracturing</b> of Coalseams 357 Chapter 8 <b>Hydraulic Fracturing</b> of Coalseams 8.1 Need for <b>Fracturing</b> Coals The coalbed methane (CBM) industry began ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/Presentations/D2_8_Bryant.pdf,Environmentally Focused Innovative <b>Fracturing</b> Fluids,advances in horizontal drilling and <b>hydraulic fracturing</b> technologies enabling greater access to gas in shale formations. Responsible development of,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H07550.pdf,CleanStim <b>Hydraulic Fracturing</b> Fluid System,CleanStim ™ <b>Hydraulic Fracturing</b> Fluid System Provides Breakthrough Environmental Beneﬁts and Excellent Retained Conductivity <b>FRACTURING</b> CleanInnovation,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H09427.pdf,TechCommand Center (TCC) 5000 Mobile Command,"Halliburton, the leading name in <b>hydraulic fracturing</b>, has designed the ultimate command center to oversee <b>fracturing</b> operations at the job site.",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/about_us/pubsdata/hse/pdf/moa_dec12_Final.pdf,A MEMORANDUM OF AGREEMENT Between - Oilfield Services ...,relating to <b>hydraulic fracturing</b> that are authorized or required by law. Nothing in this agreement should be understood as an EPA determination that use by the,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/FracPac_Book/Case_Histories/Not_All_Resin_Coated_Proppants_Are_Created_Equal_30-33.pdf,Not All Resin-Coated Proppants Are Created Equal,Curable resin-coated proppant was introduced to the industry during the 1980s as a means to prevent proppant flowback. For a <b>hydraulic fracturing</b> or frac-pack ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/tools_resources/pubsdata/RedTech/notes/CobraMax_Podcast.pdf,<b>Fracturing</b> Service - Oilfield Services | Halliburton ...,coiled tubing and <b>hydraulic</b> workover ... • <b>Hydraulic</b> Workover • Multiple Zone Stimulation • Annulus <b>Fracturing</b>,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/LoSurf-300D.pdf,M:Documents and Settingsgvrz081wercs,MATERIAL SAFETY DATA SHEET Product Trade Name: LoSurf-300D Revision Date: 06-May-2009 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: LoSurf-300D,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/FracPac_Book/Case_Histories/Conductivity_Endurance_Supplement_4-11.pdf,Propping-up Production - Oilfield Services | Halliburton ...,"Gidley, S. Holditch, D. Nierode and R. Veatch: “Recent Advances in <b>Hydraulic Fracturing</b>,”SPE Monograph 12, Richardson, Texas, 1989. 9. F. Monus, F. Broussard, J. Ayoub ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/Q_through_Z/Shale%20Gas%20in%20Europe%20Drilling%20Contractor%20article.pdf,European shale gas: a long road ahead - Oilfield Services ...,"European countries regarding <b>hydraulic fracturing</b> and water supply and dispos-al . In fact, the European Commission’s Mr Schuetz said that from a regulator’s",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_1_Add_B_HAI-OS.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: HAI-OS ACID INHIBITOR Revision Date: 03-Jan-2008 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: HAI ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Brochures/Web/H04351.pdf,CONDUCTIVITY ENDURANCE - Oilfield Services | Halliburton ...,"For a <b>hydraulic fracturing</b> or frac-pack treatment to be effective, resin-coated prop-pants should consolidate under downhole conditions into a long-lasting, high-strength ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/FirstApplication.pdf,First Application of High Density <b>Fracturing</b> Fluid to ...,"Recently, <b>hydraulic fracturing</b> was included in the testing of these formations, which resulted in short-term rates of 3-5 million standard cubic feet per day (mmscfd).",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/common/trends.pdf,Trends In Unconventional Gas - Oilfield Services ...,Multiseam coiled-tubing <b>hydraulic fracturing</b> X X X X Secondary production enhancement X X,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/BA-40L%20BUFFERING%20AGENT.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: BA-40L BUFFERING AGENT Revision Date: 29-Jul-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: BA ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Prop_2.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: SAND - PREMIUM WHITE Revision Date: 05-Jan-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: SAND ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H07078.pdf,Shale Formation Analysis for <b>Fracturing</b> Treatment Design ...,Shale Formation Analysis for <b>Fracturing</b> Treatment Design Optimization (ShaleLog ® Service) Standard Log and Core Analysis Inputs Can Be Used to Answer Critical ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Optiflo_HTE.pdf,MATERIAL SAFETY DATA SHEET,MATERIAL SAFETY DATA SHEET Product Trade Name: OPTIFLO-HTE Revision Date: 04-Jan-2011 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: OPTIFLO-HTE,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_3_Add_BE-3S.pdf,MATERIAL SAFETY DATA SHEET,MATERIAL SAFETY DATA SHEET Product Trade Name: BE-3S BACTERICIDE Revision Date: 23-Jan-2008 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: BE-3S ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_2_Add_LGC-36_UC.pdf,MATERIAL SAFETY DATA SHEET,MATERIAL SAFETY DATA SHEET Product Trade Name: LGC-36 UC Revision Date: 26-Oct-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: LGC-36 UC,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/Presentations/D2_6_Hyden.pdf,Shale <b>Fracturing</b>: Delivering the Future - Oilfield Services ...,Increased need for horsepower Increased need for proppant &amp; water Shift to 24/7 operations . The Impact of Unconventionals on <b>Hydraulic Fracturing</b>,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/Presentations/D1_2_Williams.pdf,Why Do Source Rock Reservoirs Work - Oilfield Services ...,<b>Hydraulic fracturing</b> reconnects to the isolated kerogen system  Gas is adsorbed onto the kerogen surface (and is the wetting phase) and free gas is present in the ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/H06263_Chap_04.pdf,4.1 Coal as a Reservoir - Oilfield Services | Halliburton ...,"4000-ft depths, decreasing at a rate of nearly 20% per 1,000 ft. At 0.1 md, where <b>hydraulic fracturing</b> becomes ineffective, a depth of approximately 7,000 ft",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/source_files/Newsletters/KCNews/2007/print/May07WPS_ExactFrac_print.pdf,Page 1 of 7 - Oilfield Services | Halliburton - Solving ...,such as the <b>hydraulic fracturing</b> of an oil- or gas-bearing formation. Microseisms are seismic waves induced by the microearthquakes. Passive microseismic monitoring is a ...,nonhtml,halliburton.com,hydraulic+fracturing
